toco,fhr,fhr_nan,uc_nan,uc,baseline,acc,dec
29.0,121.5,121.5,29.0,29.0,123.6766976979144,0,0
29.0,121.5,121.5,29.0,29.0,123.69551490221548,0,0
29.0,123.0,123.0,29.0,29.0,123.71433210651655,0,0
22.0,123.0,123.0,22.0,22.0,123.73314931081762,0,0
22.0,123.0,123.0,22.0,22.0,123.75196651511871,0,0
22.0,123.0,123.0,22.0,22.0,123.77078371941978,0,0
30.0,123.0,123.0,30.0,30.0,123.78960092372085,0,0
30.0,123.0,123.0,30.0,30.0,123.80841812802193,0,0
30.0,123.0,123.0,30.0,30.0,123.827235332323,0,0
19.5,123.0,123.0,19.5,19.5,123.84605253662409,0,0
19.5,123.0,123.0,19.5,19.5,123.86486974092516,0,0
19.5,121.75,121.75,19.5,19.5,123.88368694522623,0,0
17.5,121.75,121.75,17.5,17.5,123.9025041495273,0,0
17.5,121.75,121.75,17.5,17.5,123.92132135382839,0,0
17.5,123.0,123.0,17.5,17.5,123.94013855812946,0,0
20.0,123.0,123.0,20.0,20.0,123.95895576243053,0,0
20.0,123.0,123.0,20.0,20.0,123.9777729667316,0,0
20.0,123.75,123.75,20.0,20.0,123.99659017103268,0,0
18.5,123.75,123.75,18.5,18.5,124.01540737533377,0,0
18.5,123.75,123.75,18.5,18.5,124.03422457963484,0,0
18.5,124.5,124.5,18.5,18.5,124.05304178393591,0,0
24.5,124.5,124.5,24.5,24.5,124.07185898823698,0,0
24.5,124.5,124.5,24.5,24.5,124.09067619253806,0,0
24.5,125.25,125.25,24.5,24.5,124.10949339683914,0,0
25.0,125.25,125.25,25.0,25.0,124.12831060114021,0,0
25.0,125.25,125.25,25.0,25.0,124.14712780544129,0,0
25.0,126.0,126.0,25.0,25.0,124.16594500974236,0,0
28.5,126.0,126.0,28.5,28.5,124.18476221404343,0,0
28.5,126.0,126.0,28.5,28.5,124.20357941834452,0,0
28.5,126.0,126.0,28.5,28.5,124.22239662264559,0,0
16.5,126.0,126.0,16.5,16.5,124.24121382694666,0,0
16.5,126.0,126.0,16.5,16.5,124.26003103124773,0,0
16.5,126.0,126.0,16.5,16.5,124.27884823554882,0,0
20.0,126.0,126.0,20.0,20.0,124.2976654398499,0,0
20.0,126.0,126.0,20.0,20.0,124.31648264415097,0,0
20.0,124.25,124.25,20.0,20.0,124.33529984845204,0,0
26.0,124.25,124.25,26.0,26.0,124.35411705275311,0,0
26.0,124.25,124.25,26.0,26.0,124.3729342570542,0,0
26.0,123.75,123.75,26.0,26.0,124.39175146135527,0,0
18.5,123.75,123.75,18.5,18.5,124.41056866565634,0,0
18.5,123.75,123.75,18.5,18.5,124.42938586995741,0,0
18.5,123.5,123.5,18.5,18.5,124.44820307425849,0,0
13.5,123.5,123.5,13.5,13.5,124.46702027855957,0,0
13.5,123.5,123.5,13.5,13.5,124.48583748286065,0,0
13.5,122.75,122.75,13.5,13.5,124.50465468716172,0,0
10.0,122.75,122.75,10.0,10.0,124.52347189146279,0,0
10.0,122.75,122.75,10.0,10.0,124.54228909576386,0,0
10.0,122.5,122.5,10.0,10.0,124.56110630006495,0,0
8.0,122.5,122.5,8.0,8.0,124.57992350436602,0,0
8.0,122.5,122.5,8.0,8.0,124.5987407086671,0,0
8.0,125.5,125.5,8.0,8.0,124.61755791296817,0,0
6.0,125.5,125.5,6.0,6.0,124.63637511726924,0,0
6.0,125.5,125.5,6.0,6.0,124.65519232157033,0,0
6.0,126.0,126.0,6.0,6.0,124.6740095258714,0,0
5.0,126.0,126.0,5.0,5.0,124.69282673017247,0,0
5.0,126.0,126.0,5.0,5.0,124.71164393447354,0,0
5.0,126.0,126.0,5.0,5.0,124.73046113877461,0,0
0.0,126.0,126.0,,5.25,124.7492783430757,0,0
0.0,126.0,126.0,,5.5,124.76809554737677,0,0
0.0,126.0,126.0,,5.75,124.78691275167785,0,0
6.0,126.0,126.0,6.0,6.0,124.80572995597892,0,0
6.0,126.0,126.0,6.0,6.0,124.82454716028,0,0
6.0,124.0,124.0,6.0,6.0,124.84336436458108,0,0
1.0,124.0,124.0,1.0,1.0,124.86218156888215,0,0
1.0,124.0,124.0,1.0,1.0,124.88099877318322,0,0
1.0,123.0,123.0,1.0,1.0,124.8998159774843,0,0
1.0,123.0,123.0,1.0,1.0,124.91863318178538,0,0
1.0,123.0,123.0,1.0,1.0,124.93745038608645,0,0
1.0,123.0,123.0,1.0,1.0,124.95626759038753,0,0
6.0,123.0,123.0,6.0,6.0,124.9750847946886,0,0
6.0,123.0,123.0,6.0,6.0,124.99390199898967,0,0
6.0,123.0,123.0,6.0,6.0,125.01271920329076,0,0
7.0,123.0,123.0,7.0,7.0,125.03153640759183,0,0
7.0,123.0,123.0,7.0,7.0,125.0503536118929,0,0
7.0,124.5,124.5,7.0,7.0,125.06917081619397,0,0
