toco,fhr,fhr_nan,uc_nan,uc,baseline,acc,dec
16.5,158.25,158.25,16.5,16.5,164.13925141333678,0,0
16.5,160.0,160.0,16.5,16.5,164.13888304649302,0,0
16.5,159.25,159.25,16.5,16.5,164.13851467964923,0,0
16.5,159.25,159.25,16.5,16.5,164.13814631280547,0,0
16.5,161.0,161.0,16.5,16.5,164.1377779459617,0,0
16.5,158.5,158.5,16.5,16.5,164.13740957911793,0,0
16.5,158.5,158.5,16.5,16.5,164.13704121227414,0,0
16.5,159.25,159.25,16.5,16.5,164.13667284543038,0,0
16.5,161.75,161.75,16.5,16.5,164.1363044785866,0,0
16.5,161.75,161.75,16.5,16.5,164.1359361117428,0,0
16.5,159.0,159.0,16.5,16.5,164.13556774489905,0,0
16.5,165.5,165.5,16.5,16.5,164.13519937805526,0,0
16.5,165.5,165.5,16.5,16.5,164.1348310112115,0,0
16.5,165.5,165.5,16.5,16.5,164.13446264436772,0,0
16.5,165.5,165.5,16.5,16.5,164.13409427752396,0,0
16.5,164.0,164.0,16.5,16.5,164.13372591068017,0,0
16.5,162.75,162.75,16.5,16.5,164.1333575438364,0,0
16.5,148.75,148.75,16.5,16.5,164.13298917699262,0,0
16.5,148.75,148.75,16.5,16.5,164.13262081014886,0,0
16.5,148.75,148.75,16.5,16.5,164.13225244330508,0,0
16.5,159.0,159.0,16.5,16.5,164.1318840764613,0,0
16.5,164.0,164.0,16.5,16.5,164.13151570961753,0,0
16.5,164.0,164.0,16.5,16.5,164.13114734277374,0,0
16.5,163.75,163.75,16.5,16.5,164.13077897592999,0,0
16.5,162.75,162.75,16.5,16.5,164.1304106090862,0,0
16.5,162.75,162.75,16.5,16.5,164.13004224224244,0,0
16.5,163.25,163.25,16.5,16.5,164.12967387539865,0,0
16.5,160.5,160.5,16.5,16.5,164.1293055085549,0,0
16.5,160.5,160.5,16.5,16.5,164.1289371417111,0,0
16.5,164.0,164.0,16.5,16.5,164.12856877486732,0,0
16.5,164.0,164.0,16.5,16.5,164.12820040802356,0,0
16.5,165.5,165.5,16.5,16.5,164.12783204117977,0,0
16.5,165.5,165.5,16.5,16.5,164.127463674336,0,0
16.5,165.0,165.0,16.5,16.5,164.12709530749223,0,0
