toco,fhr,fhr_nan,uc_nan,uc,baseline,acc,dec
19.0,113.25,113.25,19.0,19.0,143.45697329376853,0,0
19.0,110.5,110.5,19.0,19.0,143.45697329376853,0,0
19.0,110.5,110.5,19.0,19.0,143.45697329376853,0,0
19.0,110.5,110.5,19.0,19.0,143.45697329376853,0,0
19.0,110.5,110.5,19.0,19.0,143.45697329376853,0,0
19.0,110.5,110.5,19.0,19.0,143.45697329376853,0,0
19.0,110.25,110.25,19.0,19.0,143.45697329376853,0,0
19.0,110.25,110.25,19.0,19.0,143.45697329376853,0,0
19.0,110.5,110.5,19.0,19.0,143.45697329376853,0,0
19.0,110.5,110.5,19.0,19.0,143.45697329376853,0,0
19.0,110.5,110.5,19.0,19.0,143.45697329376853,0,0
19.0,110.5,110.5,19.0,19.0,143.45697329376853,0,0
19.0,110.5,110.5,19.0,19.0,143.45697329376853,0,0
19.5,110.5,110.5,19.5,19.5,143.45697329376853,0,0
19.5,110.5,110.5,19.5,19.5,143.45697329376853,0,0
19.0,133.25,133.25,19.0,19.0,143.45697329376853,0,0
19.0,133.25,133.25,19.0,19.0,143.45697329376853,0,0
19.0,133.25,133.25,19.0,19.0,143.45697329376853,0,0
19.0,133.2467741935484,,19.0,19.0,143.45697329376853,0,0
19.5,133.24354838709678,,19.5,19.5,143.45697329376853,0,0
19.0,133.24032258064517,,19.0,19.0,143.45697329376853,0,0
20.5,133.23709677419356,,20.5,20.5,143.45697329376853,0,0
28.0,133.23387096774192,,28.0,28.0,143.45697329376853,0,0
20.5,133.2306451612903,,20.5,20.5,143.45697329376853,0,0
19.5,133.2274193548387,,19.5,19.5,143.45697329376853,0,0
19.5,133.2241935483871,,19.5,19.5,143.45697329376853,0,0
20.0,133.22096774193548,,20.0,20.0,143.45697329376853,0,0
20.0,133.21774193548387,,20.0,20.0,143.45697329376853,0,0
20.0,133.21451612903226,,20.0,20.0,143.45697329376853,0,0
20.5,133.21129032258065,,20.5,20.5,143.45697329376853,0,0
