toco,fhr,baseline,acc,dec
23.5,0.0,148.40009497591848,0,0
24.0,0.0,148.4114006546052,0,0
24.0,0.0,148.4227063332919,0,0
24.0,0.0,148.4340120119786,0,0
24.0,0.0,148.44531769066532,0,0
24.0,0.0,148.45662336935203,0,0
24.0,0.0,148.46792904803874,0,0
24.5,0.0,148.47923472672545,0,0
24.5,0.0,148.49054040541216,0,0
25.0,0.0,148.50184608409887,0,0
25.5,0.0,148.51315176278558,0,0
25.5,0.0,148.5244574414723,0,0
25.5,0.0,148.535763120159,0,0
26.0,0.0,148.54706879884571,0,0
26.5,0.0,148.55837447753242,0,0
26.5,0.0,148.56968015621914,0,0
27.0,0.0,148.58098583490585,0,0
27.5,0.0,148.59229151359256,0,0
27.5,0.0,148.60359719227924,0,0
27.5,0.0,148.61490287096595,0,0
27.5,0.0,148.62620854965266,0,0
27.5,0.0,148.63751422833937,0,0
28.0,0.0,148.64881990702608,0,0
28.0,0.0,148.6601255857128,0,0
28.5,0.0,148.6714312643995,0,0
29.0,0.0,148.6827369430862,0,0
29.0,0.0,148.69404262177292,0,0
29.5,0.0,148.70534830045963,0,0
29.0,0.0,148.71665397914634,0,0
29.0,0.0,148.72795965783305,0,0
28.5,0.0,148.73926533651976,0,0
28.0,0.0,148.75057101520648,0,0
28.0,0.0,148.76187669389319,0,0
28.5,0.0,148.7731823725799,0,0
29.0,0.0,148.7844880512666,0,0
29.5,0.0,148.79579372995332,0,0
30.0,0.0,148.80709940864003,0,0
30.5,0.0,148.81840508732674,0,0
30.5,0.0,148.82971076601345,0,0
30.5,0.0,148.84101644470016,0,0
31.0,0.0,148.85232212338687,0,0
31.0,0.0,148.86362780207358,0,0
30.5,0.0,148.8749334807603,0,0
30.5,0.0,148.886239159447,0,0
30.5,0.0,148.8975448381337,0,0
30.5,0.0,148.90885051682042,0,0
30.5,0.0,148.92015619550713,0,0
31.0,0.0,148.93146187419384,0,0
31.0,0.0,148.94276755288055,0,0
31.0,0.0,148.95407323156726,0,0
31.5,0.0,148.96537891025397,0,0
31.5,0.0,148.97668458894069,0,0
31.5,0.0,148.9879902676274,0,0
31.5,0.0,148.9992959463141,0,0
31.5,0.0,149.01060162500082,0,0
31.0,0.0,149.02190730368753,0,0
30.5,0.0,149.0332129823742,0,0
30.5,0.0,149.04451866106092,0,0
30.5,0.0,149.05582433974763,0,0
30.5,0.0,149.06713001843434,0,0
30.5,0.0,149.07843569712105,0,0
30.5,0.0,149.08974137580776,0,0
30.5,0.0,149.10104705449447,0,0
30.5,0.0,149.11235273318118,0,0
31.0,0.0,149.1236584118679,0,0
30.5,0.0,149.1349640905546,0,0
30.5,0.0,149.14626976924131,0,0
30.5,0.0,149.15757544792802,0,0
30.0,0.0,149.16888112661474,0,0
29.0,0.0,149.18018680530145,0,0
29.0,0.0,149.19149248398816,0,0
28.5,0.0,149.20279816267487,0,0
29.0,0.0,149.21410384136158,0,0
29.5,0.0,149.2254095200483,0,0
30.5,0.0,149.236715198735,0,0
29.5,0.0,149.2480208774217,0,0
30.5,0.0,149.25932655610842,0,0
32.0,0.0,149.27063223479513,0,0
31.0,0.0,149.28193791348184,0,0
30.5,0.0,149.29324359216855,0,0
29.0,0.0,149.30454927085526,0,0
29.0,0.0,149.31585494954197,0,0
29.0,0.0,149.32716062822868,0,0
29.0,0.0,149.3384663069154,0,0
29.0,0.0,149.3497719856021,0,0
29.0,0.0,149.3610776642888,0,0
29.0,0.0,149.37238334297552,0,0
28.5,0.0,149.38368902166224,0,0
28.0,0.0,149.39499470034895,0,0
27.5,0.0,149.40630037903566,0,0
27.0,0.0,149.41760605772237,0,0
26.5,0.0,149.42891173640908,0,0
27.0,0.0,149.4402174150958,0,0
27.0,0.0,149.4515230937825,0,0
26.5,0.0,149.46282877246918,0,0
26.5,0.0,149.4741344511559,0,0
26.5,0.0,149.4854401298426,0,0
26.5,0.0,149.4967458085293,0,0
26.5,0.0,149.50805148721602,0,0
26.5,0.0,149.51935716590273,0,0
26.5,0.0,149.53066284458944,0,0
26.5,0.0,149.54196852327615,0,0
26.5,0.0,149.55327420196286,0,0
26.5,0.0,149.56457988064957,0,0
26.5,0.0,149.57588555933629,0,0
26.5,0.0,149.587191238023,0,0
26.5,0.0,149.5984969167097,0,0
26.5,0.0,149.60980259539642,0,0
26.5,0.0,149.62110827408313,0,0
26.5,0.0,149.63241395276984,0,0
26.5,0.0,149.64371963145655,0,0
26.5,0.0,149.65502531014326,0,0
26.5,0.0,149.66633098882997,0,0
26.5,0.0,149.67763666751668,0,0
26.5,0.0,149.6889423462034,0,0
28.0,0.0,149.7002480248901,0,0
29.0,0.0,149.7115537035768,0,0
29.0,0.0,149.72285938226352,0,0
29.0,0.0,149.73416506095023,0,0
29.0,0.0,149.74547073963694,0,0
28.5,0.0,149.75677641832365,0,0
28.5,0.0,149.76808209701036,0,0
28.5,0.0,149.77938777569707,0,0
28.0,0.0,149.79069345438378,0,0
28.0,0.0,149.8019991330705,0,0
28.0,0.0,149.8133048117572,0,0
27.5,0.0,149.82461049044392,0,0
27.0,0.0,149.83591616913063,0,0
26.5,0.0,149.84722184781734,0,0
26.5,0.0,149.85852752650405,0,0
26.5,0.0,149.86983320519076,0,0
25.5,0.0,149.88113888387744,0,0
25.5,0.0,149.89244456256415,0,0
25.0,0.0,149.90375024125086,0,0
25.0,0.0,149.91505591993757,0,0
25.0,0.0,149.92636159862428,0,0
25.0,0.0,149.937667277311,0,0
24.5,0.0,149.9489729559977,0,0
25.0,0.0,149.9602786346844,0,0
24.5,0.0,149.97158431337112,0,0
24.5,0.0,149.98288999205784,0,0
24.5,0.0,149.99419567074455,0,0
24.5,0.0,150.00550134943126,0,0
24.5,0.0,150.01680702811797,0,0
24.5,0.0,150.02811270680468,0,0
24.5,0.0,150.0394183854914,0,0
24.5,0.0,150.0507240641781,0,0
24.5,0.0,150.0620297428648,0,0
24.5,0.0,150.07333542155152,0,0
24.0,0.0,150.08464110023823,0,0
24.0,0.0,150.09594677892494,0,0
24.0,0.0,150.10725245761165,0,0
24.0,0.0,150.11855813629836,0,0
24.0,0.0,150.12986381498507,0,0
24.0,0.0,150.14116949367178,0,0
24.0,0.0,150.1524751723585,0,0
23.5,0.0,150.1637808510452,0,0
23.5,0.0,150.1750865297319,0,0
23.5,0.0,150.18639220841862,0,0
23.0,0.0,150.19769788710533,0,0
23.0,0.0,150.20900356579205,0,0
23.0,0.0,150.22030924447876,0,0
23.0,0.0,150.23161492316547,0,0
23.0,0.0,150.24292060185218,0,0
23.0,0.0,150.2542262805389,0,0
22.0,0.0,150.2655319592256,0,0
21.5,0.0,150.2768376379123,0,0
21.5,0.0,150.28814331659902,0,0
21.5,0.0,150.29944899528573,0,0
21.5,0.0,150.31075467397244,0,0
21.5,0.0,150.32206035265912,0,0
21.0,0.0,150.33336603134583,0,0
21.0,0.0,150.34467171003254,0,0
21.0,0.0,150.35597738871925,0,0
21.0,0.0,150.36728306740596,0,0
21.0,0.0,150.37858874609267,0,0
21.0,0.0,150.38989442477938,0,0
20.5,0.0,150.4012001034661,0,0
20.5,0.0,150.4125057821528,0,0
20.0,0.0,150.42381146083952,0,0
20.0,0.0,150.43511713952623,0,0
19.5,0.0,150.44642281821294,0,0
19.5,0.0,150.45772849689965,0,0
19.5,0.0,150.46903417558636,0,0
19.5,0.0,150.48033985427307,0,0
19.0,0.0,150.49164553295978,0,0
19.5,0.0,150.5029512116465,0,0
19.5,0.0,150.5142568903332,0,0
19.0,0.0,150.5255625690199,0,0
20.5,0.0,150.53686824770662,0,0
22.0,0.0,150.54817392639333,0,0
22.5,0.0,150.55947960508004,0,0
21.5,0.0,150.57078528376675,0,0
19.5,0.0,150.58209096245346,0,0
19.5,0.0,150.59339664114017,0,0
19.0,0.0,150.60470231982688,0,0
18.0,0.0,150.6160079985136,0,0
18.0,0.0,150.6273136772003,0,0
17.5,0.0,150.63861935588702,0,0
17.5,0.0,150.64992503457373,0,0
18.0,0.0,150.66123071326044,0,0
18.0,0.0,150.67253639194715,0,0
18.5,0.0,150.68384207063386,0,0
18.5,0.0,150.69514774932057,0,0
18.5,0.0,150.70645342800728,0,0
17.5,0.0,150.717759106694,0,0
17.5,0.0,150.7290647853807,0,0
17.5,0.0,150.74037046406738,0,0
17.5,0.0,150.7516761427541,0,0
17.5,0.0,150.7629818214408,0,0
16.5,0.0,150.7742875001275,0,0
16.5,0.0,150.78559317881422,0,0
16.5,0.0,150.79689885750093,0,0
16.5,0.0,150.80820453618765,0,0
16.5,0.0,150.81951021487436,0,0
16.5,0.0,150.83081589356107,0,0
16.5,0.0,150.84212157224778,0,0
16.5,0.0,150.8534272509345,0,0
16.5,0.0,150.8647329296212,0,0
16.5,0.0,150.8760386083079,0,0
16.5,0.0,150.88734428699462,0,0
16.5,0.0,150.89864996568133,0,0
17.0,0.0,150.90995564436804,0,0
17.0,0.0,150.92126132305475,0,0
16.5,0.0,150.93256700174146,0,0
16.0,0.0,150.94387268042817,0,0
15.5,0.0,150.95517835911488,0,0
15.5,0.0,150.9664840378016,0,0
15.5,0.0,150.9777897164883,0,0
15.0,0.0,150.989095395175,0,0
15.0,0.0,151.00040107386172,0,0
15.5,0.0,151.01170675254843,0,0
16.5,0.0,151.02301243123514,0,0
16.0,0.0,151.03431810992186,0,0
15.5,0.0,151.04562378860857,0,0
15.5,0.0,151.05692946729528,0,0
15.0,0.0,151.068235145982,0,0
15.5,0.0,151.0795408246687,0,0
15.5,0.0,151.0908465033554,0,0
15.5,0.0,151.10215218204212,0,0
15.0,0.0,151.11345786072883,0,0
15.0,0.0,151.12476353941554,0,0
14.5,0.0,151.13606921810225,0,0
14.5,0.0,151.14737489678896,0,0
14.0,0.0,151.15868057547567,0,0
13.5,0.0,151.16998625416235,0,0
13.5,0.0,151.18129193284906,0,0
13.5,0.0,151.19259761153577,0,0
13.0,0.0,151.20390329022248,0,0
13.5,0.0,151.2152089689092,0,0
13.5,0.0,151.2265146475959,0,0
13.5,0.0,151.23782032628262,0,0
13.5,0.0,151.24912600496933,0,0
13.5,0.0,151.26043168365604,0,0
13.5,0.0,151.27173736234275,0,0
13.0,0.0,151.28304304102946,0,0
12.5,0.0,151.29434871971617,0,0
12.5,0.0,151.30565439840288,0,0
12.5,0.0,151.3169600770896,0,0
12.5,0.0,151.3282657557763,0,0
12.5,0.0,151.339571434463,0,0
12.5,0.0,151.35087711314972,0,0
12.5,0.0,151.36218279183643,0,0
12.5,0.0,151.37348847052314,0,0
12.5,0.0,151.38479414920985,0,0
12.5,0.0,151.39609982789656,0,0
12.5,0.0,151.40740550658327,0,0
12.0,0.0,151.41871118526998,0,0
11.5,0.0,151.4300168639567,0,0
11.5,0.0,151.4413225426434,0,0
11.5,0.0,151.45262822133012,0,0
11.5,0.0,151.46393390001683,0,0
11.5,0.0,151.47523957870354,0,0
12.0,0.0,151.48654525739025,0,0
11.5,0.0,151.49785093607696,0,0
11.5,0.0,151.50915661476367,0,0
11.5,0.0,151.52046229345038,0,0
11.5,0.0,151.5317679721371,0,0
11.5,0.0,151.5430736508238,0,0
11.5,0.0,151.5543793295105,0,0
11.5,0.0,151.56568500819722,0,0
11.5,0.0,151.57699068688393,0,0
11.0,0.0,151.5882963655706,0,0
11.0,0.0,151.59960204425732,0,0
11.0,0.0,151.61090772294403,0,0
10.5,0.0,151.62221340163075,0,0
10.5,0.0,151.63351908031746,0,0
10.5,0.0,151.64482475900417,0,0
10.5,0.0,151.65613043769088,0,0
10.0,0.0,151.6674361163776,0,0
10.5,0.0,151.6787417950643,0,0
