toco,fhr,fhr_nan,uc_nan,uc,baseline,acc,dec
51.0,206.75,206.75,51.0,51.0,144.1457255551166,0,0
51.0,206.75,206.75,51.0,51.0,144.15282402443077,0,0
51.0,209.5,209.5,51.0,51.0,144.15992249374492,0,0
51.0,209.5,209.5,51.0,51.0,144.1670209630591,0,0
51.0,209.5,209.5,51.0,51.0,144.17411943237326,0,0
51.0,209.5,209.5,51.0,51.0,144.18121790168743,0,0
61.0,209.5,209.5,61.0,61.0,144.1883163710016,0,0
61.0,209.5,209.5,61.0,61.0,144.19541484031578,0,0
61.0,209.5,209.5,61.0,61.0,144.20251330962995,0,0
61.0,209.5,209.5,61.0,61.0,144.20961177894412,0,0
61.0,209.5,209.5,61.0,61.0,144.2167102482583,0,0
61.0,144.5,144.5,61.0,61.0,144.22380871757247,0,0
34.0,144.5,144.5,34.0,34.0,144.23090718688664,0,0
34.0,144.5,144.5,34.0,34.0,144.23800565620078,0,0
34.0,145.75,145.75,34.0,34.0,144.24510412551496,0,0
35.5,145.75,145.75,35.5,35.5,144.25220259482913,0,0
35.5,145.75,145.75,35.5,35.5,144.2593010641433,0,0
35.5,144.75,144.75,35.5,35.5,144.26639953345747,0,0
32.0,144.75,144.75,32.0,32.0,144.27349800277165,0,0
32.0,144.75,144.75,32.0,32.0,144.28059647208582,0,0
32.0,144.75,144.75,32.0,32.0,144.2876949414,0,0
28.5,144.75,144.75,28.5,28.5,144.29479341071416,0,0
28.5,144.75,144.75,28.5,28.5,144.30189188002834,0,0
28.5,143.75,143.75,28.5,28.5,144.3089903493425,0,0
33.0,143.75,143.75,33.0,33.0,144.31608881865668,0,0
33.0,143.75,143.75,33.0,33.0,144.32318728797082,0,0
33.0,143.25,143.25,33.0,33.0,144.330285757285,0,0
33.5,143.25,143.25,33.5,33.5,144.33738422659917,0,0
33.5,143.25,143.25,33.5,33.5,144.34448269591334,0,0
33.5,142.75,142.75,33.5,33.5,144.35158116522751,0,0
28.5,142.75,142.75,28.5,28.5,144.3586796345417,0,0
28.5,142.75,142.75,28.5,28.5,144.36577810385586,0,0
28.5,142.25,142.25,28.5,28.5,144.37287657317003,0,0
29.5,142.25,142.25,29.5,29.5,144.3799750424842,0,0
29.5,142.25,142.25,29.5,29.5,144.38707351179838,0,0
29.5,142.0,142.0,29.5,29.5,144.39417198111255,0,0
33.0,142.0,142.0,33.0,33.0,144.4012704504267,0,0
33.0,142.0,142.0,33.0,33.0,144.40836891974087,0,0
33.0,141.5,141.5,33.0,33.0,144.41546738905504,0,0
30.5,141.5,141.5,30.5,30.5,144.4225658583692,0,0
30.5,141.5,141.5,30.5,30.5,144.42966432768338,0,0
30.5,141.25,141.25,30.5,30.5,144.43676279699756,0,0
29.5,141.25,141.25,29.5,29.5,144.44386126631173,0,0
29.5,141.25,141.25,29.5,29.5,144.4509597356259,0,0
29.5,141.5,141.5,29.5,29.5,144.45805820494007,0,0
31.0,141.5,141.5,31.0,31.0,144.46515667425425,0,0
31.0,141.5,141.5,31.0,31.0,144.47225514356842,0,0
31.0,141.75,141.75,31.0,31.0,144.47935361288256,0,0
34.0,141.75,141.75,34.0,34.0,144.48645208219673,0,0
34.0,141.75,141.75,34.0,34.0,144.4935505515109,0,0
34.0,142.5,142.5,34.0,34.0,144.50064902082508,0,0
34.5,142.5,142.5,34.5,34.5,144.50774749013925,0,0
34.5,142.5,142.5,34.5,34.5,144.51484595945342,0,0
34.5,139.75,139.75,34.5,34.5,144.5219444287676,0,0
31.0,139.75,139.75,31.0,31.0,144.52904289808177,0,0
31.0,139.75,139.75,31.0,31.0,144.53614136739594,0,0
31.0,140.5,140.5,31.0,31.0,144.54323983671011,0,0
29.5,140.5,140.5,29.5,29.5,144.5503383060243,0,0
29.5,140.5,140.5,29.5,29.5,144.55743677533846,0,0
29.5,141.5,141.5,29.5,29.5,144.5645352446526,0,0
31.0,141.5,141.5,31.0,31.0,144.57163371396678,0,0
31.0,141.5,141.5,31.0,31.0,144.57873218328095,0,0
31.0,141.5,141.5,31.0,31.0,144.58583065259512,0,0
33.0,141.5,141.5,33.0,33.0,144.5929291219093,0,0
33.0,141.5,141.5,33.0,33.0,144.60002759122347,0,0
33.0,141.5,141.5,33.0,33.0,144.60712606053764,0,0
28.5,141.5,141.5,28.5,28.5,144.6142245298518,0,0
28.5,141.5,141.5,28.5,28.5,144.62132299916598,0,0
28.5,140.5,140.5,28.5,28.5,144.62842146848016,0,0
27.5,140.5,140.5,27.5,27.5,144.63551993779433,0,0
27.5,140.5,140.5,27.5,27.5,144.64261840710847,0,0
27.5,141.25,141.25,27.5,27.5,144.64971687642264,0,0
29.5,141.25,141.25,29.5,29.5,144.65681534573682,0,0
29.5,141.25,141.25,29.5,29.5,144.663913815051,0,0
29.5,141.25,141.25,29.5,29.5,144.67101228436516,0,0
31.0,141.25,141.25,31.0,31.0,144.67811075367933,0,0
31.0,141.25,141.25,31.0,31.0,144.6852092229935,0,0
