toco,fhr,fhr_nan,uc_nan,uc,baseline,acc,dec
0.0,210.0,210.0,,101.5,140.99671679509484,0,0
0.0,210.0,210.0,,101.5,141.00443284447758,0,0
0.0,210.0,210.0,,101.5,141.01214889386029,0,0
101.5,210.0,210.0,101.5,101.5,141.019864943243,0,0
101.5,210.0,210.0,101.5,101.5,141.0275809926257,0,0
101.5,210.0,210.0,101.5,101.5,141.03529704200844,0,0
101.5,210.0,210.0,101.5,101.5,141.04301309139115,0,0
101.5,210.0,210.0,101.5,101.5,141.05072914077385,0,0
101.5,210.0,210.0,101.5,101.5,141.0584451901566,0,0
101.5,210.0,210.0,101.5,101.5,141.0661612395393,0,0
101.5,210.0,210.0,101.5,101.5,141.073877288922,0,0
101.5,210.0,210.0,101.5,101.5,141.0815933383047,0,0
101.5,210.0,210.0,101.5,101.5,141.08930938768745,0,0
101.5,210.0,210.0,101.5,101.5,141.09702543707016,0,0
101.5,96.25,96.25,101.5,101.5,141.10474148645287,0,0
101.5,96.25,96.25,101.5,101.5,141.1124575358356,0,0
101.5,96.25,96.25,101.5,101.5,141.1201735852183,0,0
101.5,109.0,109.0,101.5,101.5,141.12788963460102,0,0
101.5,109.0,109.0,101.5,101.5,141.13560568398373,0,0
101.5,109.0,109.0,101.5,101.5,141.14332173336646,0,0
101.5,140.5,140.5,101.5,101.5,141.15103778274917,0,0
101.5,140.5,140.5,101.5,101.5,141.15875383213188,0,0
101.5,140.5,140.5,101.5,101.5,141.16646988151462,0,0
101.5,171.75,171.75,101.5,101.5,141.17418593089732,0,0
101.5,171.75,171.75,101.5,101.5,141.18190198028003,0,0
101.5,171.75,171.75,101.5,101.5,141.18961802966274,0,0
101.5,171.75,171.75,101.5,101.5,141.19733407904548,0,0
3.5,171.75,171.75,3.5,3.5,141.20505012842818,0,0
3.5,171.75,171.75,3.5,3.5,141.2127661778109,0,0
3.5,171.75,171.75,3.5,3.5,141.22048222719363,0,0
5.0,171.75,171.75,5.0,5.0,141.22819827657634,0,0
5.0,171.75,171.75,5.0,5.0,141.23591432595904,0,0
5.0,139.0,139.0,5.0,5.0,141.24363037534175,0,0
5.0,139.0,139.0,5.0,5.0,141.2513464247245,0,0
5.0,139.0,139.0,5.0,5.0,141.2590624741072,0,0
5.0,137.5,137.5,5.0,5.0,141.2667785234899,0,0
6.0,137.5,137.5,6.0,6.0,141.27449457287264,0,0
6.0,137.5,137.5,6.0,6.0,141.28221062225535,0,0
6.0,136.5,136.5,6.0,6.0,141.28992667163806,0,0
6.5,136.5,136.5,6.5,6.5,141.29764272102076,0,0
6.5,136.5,136.5,6.5,6.5,141.3053587704035,0,0
6.5,134.5,134.5,6.5,6.5,141.3130748197862,0,0
6.5,134.5,134.5,6.5,6.5,141.32079086916892,0,0
6.5,134.5,134.5,6.5,6.5,141.32850691855162,0,0
6.5,135.0,135.0,6.5,6.5,141.33622296793436,0,0
6.5,135.0,135.0,6.5,6.5,141.34393901731707,0,0
6.5,135.0,135.0,6.5,6.5,141.35165506669978,0,0
6.5,135.5,135.5,6.5,6.5,141.3593711160825,0,0
7.0,135.5,135.5,7.0,7.0,141.36708716546522,0,0
7.0,135.5,135.5,7.0,7.0,141.37480321484793,0,0
7.0,136.0,136.0,7.0,7.0,141.38251926423064,0,0
5.5,136.0,136.0,5.5,5.5,141.39023531361337,0,0
5.5,136.0,136.0,5.5,5.5,141.39795136299608,0,0
5.5,134.5,134.5,5.5,5.5,141.4056674123788,0,0
5.5,134.5,134.5,5.5,5.5,141.41338346176153,0,0
5.5,134.5,134.5,5.5,5.5,141.42109951114423,0,0
5.5,135.0,135.0,5.5,5.5,141.42881556052694,0,0
6.0,135.0,135.0,6.0,6.0,141.43653160990965,0,0
6.0,135.0,135.0,6.0,6.0,141.4442476592924,0,0
6.0,132.5,132.5,6.0,6.0,141.4519637086751,0,0
6.5,132.5,132.5,6.5,6.5,141.4596797580578,0,0
6.5,132.5,132.5,6.5,6.5,141.46739580744054,0,0
6.5,131.75,131.75,6.5,6.5,141.47511185682325,0,0
6.0,131.75,131.75,6.0,6.0,141.48282790620596,0,0
6.0,131.75,131.75,6.0,6.0,141.49054395558866,0,0
6.0,132.75,132.75,6.0,6.0,141.4982600049714,0,0
6.5,132.75,132.75,6.5,6.5,141.5059760543541,0,0
6.5,132.75,132.75,6.5,6.5,141.51369210373682,0,0
6.5,136.0,136.0,6.5,6.5,141.52140815311955,0,0
5.0,136.0,136.0,5.0,5.0,141.52912420250226,0,0
5.0,136.0,136.0,5.0,5.0,141.53684025188497,0,0
5.0,138.0,138.0,5.0,5.0,141.54455630126768,0,0
6.0,138.0,138.0,6.0,6.0,141.5522723506504,0,0
6.0,138.0,138.0,6.0,6.0,141.55998840003312,0,0
6.0,139.25,139.25,6.0,6.0,141.56770444941583,0,0
5.0,139.25,139.25,5.0,5.0,141.57542049879856,0,0
5.0,139.25,139.25,5.0,5.0,141.58313654818127,0,0
5.0,138.75,138.75,5.0,5.0,141.59085259756398,0,0
6.0,138.75,138.75,6.0,6.0,141.5985686469467,0,0
6.0,138.75,138.75,6.0,6.0,141.60628469632942,0,0
6.0,139.0,139.0,6.0,6.0,141.61400074571213,0,0
6.5,139.0,139.0,6.5,6.5,141.62171679509484,0,0
6.5,139.0,139.0,6.5,6.5,141.62943284447758,0,0
6.5,137.75,137.75,6.5,6.5,141.63714889386029,0,0
6.5,137.75,137.75,6.5,6.5,141.644864943243,0,0
6.5,137.75,137.75,6.5,6.5,141.6525809926257,0,0
6.5,138.5,138.5,6.5,6.5,141.66029704200844,0,0
5.5,138.5,138.5,5.5,5.5,141.66801309139115,0,0
5.5,138.5,138.5,5.5,5.5,141.67572914077385,0,0
5.5,138.75,138.75,5.5,5.5,141.6834451901566,0,0
6.0,138.75,138.75,6.0,6.0,141.6911612395393,0,0
6.0,138.75,138.75,6.0,6.0,141.698877288922,0,0
6.0,139.5,139.5,6.0,6.0,141.7065933383047,0,0
6.0,139.5,139.5,6.0,6.0,141.71430938768745,0,0
6.0,139.5,139.5,6.0,6.0,141.72202543707016,0,0
6.0,140.25,140.25,6.0,6.0,141.72974148645287,0,0
6.5,140.25,140.25,6.5,6.5,141.7374575358356,0,0
6.5,140.25,140.25,6.5,6.5,141.7451735852183,0,0
6.5,140.25,140.25,6.5,6.5,141.75288963460102,0,0
5.0,140.25,140.25,5.0,5.0,141.76060568398373,0,0
5.0,140.25,140.25,5.0,5.0,141.76832173336646,0,0
5.0,138.0,138.0,5.0,5.0,141.77603778274917,0,0
6.0,138.0,138.0,6.0,6.0,141.78375383213188,0,0
6.0,138.0,138.0,6.0,6.0,141.79146988151462,0,0
6.0,137.75,137.75,6.0,6.0,141.79918593089732,0,0
6.0,137.75,137.75,6.0,6.0,141.80690198028003,0,0
6.0,137.75,137.75,6.0,6.0,141.81461802966274,0,0
6.0,140.25,140.25,6.0,6.0,141.82233407904548,0,0
6.0,140.25,140.25,6.0,6.0,141.83005012842818,0,0
6.0,140.25,140.25,6.0,6.0,141.8377661778109,0,0
6.0,141.5,141.5,6.0,6.0,141.84548222719363,0,0
6.5,141.5,141.5,6.5,6.5,141.85319827657634,0,0
6.5,141.5,141.5,6.5,6.5,141.86091432595904,0,0
6.5,142.0,142.0,6.5,6.5,141.86863037534175,0,0
5.5,142.0,142.0,5.5,5.5,141.8763464247245,0,0
5.5,142.0,142.0,5.5,5.5,141.8840624741072,0,0
5.5,142.5,142.5,5.5,5.5,141.8917785234899,0,0
6.0,142.5,142.5,6.0,6.0,141.89949457287264,0,0
6.0,142.5,142.5,6.0,6.0,141.90721062225535,0,0
6.0,144.5,144.5,6.0,6.0,141.91492667163806,0,0
6.0,144.5,144.5,6.0,6.0,141.92264272102076,0,0
6.0,144.5,144.5,6.0,6.0,141.9303587704035,0,0
6.0,145.25,145.25,6.0,6.0,141.9380748197862,0,0
4.5,145.25,145.25,4.5,4.5,141.94579086916892,0,0
4.5,145.25,145.25,4.5,4.5,141.95350691855165,0,0
4.5,147.25,147.25,4.5,4.5,141.96122296793436,0,0
4.0,147.25,147.25,4.0,4.0,141.96893901731707,0,0
4.0,147.25,147.25,4.0,4.0,141.97665506669978,0,0
4.0,143.25,143.25,4.0,4.0,141.9843711160825,0,0
5.5,143.25,143.25,5.5,5.5,141.99208716546522,0,0
5.5,143.25,143.25,5.5,5.5,141.99980321484793,0,0
5.5,141.5,141.5,5.5,5.5,142.00751926423064,0,0
5.5,141.5,141.5,5.5,5.5,142.01523531361337,0,0
5.5,141.5,141.5,5.5,5.5,142.02295136299608,0,0
5.5,142.5,142.5,5.5,5.5,142.0306674123788,0,0
4.5,142.5,142.5,4.5,4.5,142.03838346176153,0,0
4.5,142.5,142.5,4.5,4.5,142.04609951114423,0,0
4.5,138.5,138.5,4.5,4.5,142.05381556052694,0,0
5.5,138.5,138.5,5.5,5.5,142.06153160990965,0,0
5.5,138.5,138.5,5.5,5.5,142.0692476592924,0,0
