toco,fhr,fhr_nan,uc_nan,uc,baseline,acc,dec
51.5,161.5,161.5,51.5,51.5,161.8683156527387,0,0
51.5,161.5,161.5,51.5,51.5,161.88041242693222,0,0
51.5,161.5,161.5,51.5,51.5,161.89250920112576,0,0
46.5,161.5,161.5,46.5,46.5,161.90460597531933,0,0
46.5,161.5,161.5,46.5,46.5,161.91670274951287,0,0
46.5,161.75,161.75,46.5,46.5,161.9287995237064,0,0
50.0,161.75,161.75,50.0,50.0,161.94089629789997,0,0
50.0,161.75,161.75,50.0,50.0,161.9529930720935,0,0
50.0,161.75,161.75,50.0,50.0,161.96508984628707,0,0
52.0,161.75,161.75,52.0,52.0,161.9771866204806,0,0
52.0,161.75,161.75,52.0,52.0,161.98928339467415,0,0
52.0,161.0,161.0,52.0,52.0,162.0013801688677,0,0
47.0,161.0,161.0,47.0,47.0,162.01347694306125,0,0
47.0,161.0,161.0,47.0,47.0,162.02557371725482,0,0
47.0,161.5,161.5,47.0,47.0,162.03767049144835,0,0
47.0,161.5,161.5,47.0,47.0,162.0497672656419,0,0
47.0,161.5,161.5,47.0,47.0,162.06186403983546,0,0
47.0,161.0,161.0,47.0,47.0,162.073960814029,0,0
44.5,161.0,161.0,44.5,44.5,162.08605758822256,0,0
44.5,161.0,161.0,44.5,44.5,162.0981543624161,0,0
44.5,161.5,161.5,44.5,44.5,162.11025113660963,0,0
46.5,161.5,161.5,46.5,46.5,162.1223479108032,0,0
46.5,161.5,161.5,46.5,46.5,162.13444468499674,0,0
46.5,162.5,162.5,46.5,46.5,162.14654145919027,0,0
48.5,162.5,162.5,48.5,48.5,162.15863823338384,0,0
48.5,162.5,162.5,48.5,48.5,162.17073500757738,0,0
48.5,162.5,162.5,48.5,48.5,162.18283178177094,0,0
43.5,162.5,162.5,43.5,43.5,162.19492855596448,0,0
43.5,162.5,162.5,43.5,43.5,162.20702533015802,0,0
43.5,161.75,161.75,43.5,43.5,162.21912210435158,0,0
43.5,161.75,161.75,43.5,43.5,162.23121887854512,0,0
43.5,161.75,161.75,43.5,43.5,162.2433156527387,0,0
43.5,163.75,163.75,43.5,43.5,162.25541242693222,0,0
42.5,163.75,163.75,42.5,42.5,162.26750920112576,0,0
42.5,163.75,163.75,42.5,42.5,162.27960597531933,0,0
42.5,160.5,160.5,42.5,42.5,162.29170274951287,0,0
40.5,160.5,160.5,40.5,40.5,162.30379952370643,0,0
40.5,160.5,160.5,40.5,40.5,162.31589629789997,0,0
40.5,163.0,163.0,40.5,40.5,162.3279930720935,0,0
46.0,163.0,163.0,46.0,46.0,162.34008984628707,0,0
46.0,163.0,163.0,46.0,46.0,162.3521866204806,0,0
46.0,163.25,163.25,46.0,46.0,162.36428339467415,0,0
53.0,163.25,163.25,53.0,53.0,162.3763801688677,0,0
53.0,163.25,163.25,53.0,53.0,162.38847694306125,0,0
