toco,fhr,fhr_nan,uc_nan,uc,baseline,acc,dec
79.0,177.25,177.25,79.0,79.0,163.38256467618882,0,0
79.0,177.25,177.25,79.0,79.0,163.3836330522572,0,0
79.0,178.0,178.0,79.0,79.0,163.38470142832557,0,0
78.0,178.0,178.0,78.0,78.0,163.38576980439396,0,0
78.0,178.0,178.0,78.0,78.0,163.38683818046232,0,0
78.0,175.5,175.5,78.0,78.0,163.3879065565307,0,0
75.5,175.5,175.5,75.5,75.5,163.38897493259907,0,0
75.5,175.5,175.5,75.5,75.5,163.39004330866746,0,0
75.5,169.25,169.25,75.5,75.5,163.39111168473585,0,0
77.5,169.25,169.25,77.5,77.5,163.3921800608042,0,0
77.5,169.25,169.25,77.5,77.5,163.3932484368726,0,0
77.5,152.5,152.5,77.5,77.5,163.39431681294096,0,0
77.5,152.5,152.5,77.5,77.5,163.39538518900935,0,0
77.5,152.5,152.5,77.5,77.5,163.3964535650777,0,0
77.5,160.5,160.5,77.5,77.5,163.3975219411461,0,0
73.0,160.5,160.5,73.0,73.0,163.39859031721446,0,0
73.0,160.5,160.5,73.0,73.0,163.39965869328284,0,0
73.0,163.0,163.0,73.0,73.0,163.4007270693512,0,0
72.5,163.0,163.0,72.5,72.5,163.4017954454196,0,0
72.5,163.0,163.0,72.5,72.5,163.40286382148798,0,0
72.5,152.5,152.5,72.5,72.5,163.40393219755634,0,0
72.5,152.5,152.5,72.5,72.5,163.40500057362473,0,0
72.5,152.5,152.5,72.5,72.5,163.4060689496931,0,0
72.5,153.0,153.0,72.5,72.5,163.40713732576148,0,0
75.0,153.0,153.0,75.0,75.0,163.40820570182984,0,0
75.0,153.0,153.0,75.0,75.0,163.40927407789823,0,0
75.0,133.25,133.25,75.0,75.0,163.4103424539666,0,0
73.0,133.25,133.25,73.0,73.0,163.41141083003498,0,0
73.0,133.25,133.25,73.0,73.0,163.41247920610334,0,0
73.0,136.5,136.5,73.0,73.0,163.41354758217173,0,0
70.5,136.5,136.5,70.5,70.5,163.41461595824012,0,0
70.5,136.5,136.5,70.5,70.5,163.41568433430848,0,0
70.5,146.5,146.5,70.5,70.5,163.41675271037687,0,0
69.5,146.5,146.5,69.5,69.5,163.41782108644523,0,0
69.5,146.5,146.5,69.5,69.5,163.41888946251362,0,0
69.5,150.0,150.0,69.5,69.5,163.41995783858198,0,0
69.0,150.0,150.0,69.0,69.0,163.42102621465037,0,0
69.0,150.0,150.0,69.0,69.0,163.42209459071873,0,0
69.0,161.0,161.0,69.0,69.0,163.42316296678712,0,0
67.0,161.0,161.0,67.0,67.0,163.4242313428555,0,0
67.0,161.0,161.0,67.0,67.0,163.42529971892387,0,0
67.0,165.25,165.25,67.0,67.0,163.42636809499226,0,0
66.0,165.25,165.25,66.0,66.0,163.42743647106062,0,0
66.0,165.25,165.25,66.0,66.0,163.428504847129,0,0
66.0,166.5,166.5,66.0,66.0,163.42957322319737,0,0
62.5,166.5,166.5,62.5,62.5,163.43064159926575,0,0
62.5,166.5,166.5,62.5,62.5,163.43170997533412,0,0
62.5,168.75,168.75,62.5,62.5,163.4327783514025,0,0
61.5,168.75,168.75,61.5,61.5,163.43384672747086,0,0
61.5,168.75,168.75,61.5,61.5,163.43491510353925,0,0
61.5,171.0,171.0,61.5,61.5,163.43598347960764,0,0
60.5,171.0,171.0,60.5,60.5,163.437051855676,0,0
60.5,171.0,171.0,60.5,60.5,163.4381202317444,0,0
60.5,173.5,173.5,60.5,60.5,163.43918860781275,0,0
61.5,173.5,173.5,61.5,61.5,163.44025698388114,0,0
61.5,173.5,173.5,61.5,61.5,163.4413253599495,0,0
61.5,175.75,175.75,61.5,61.5,163.4423937360179,0,0
64.0,175.75,175.75,64.0,64.0,163.44346211208625,0,0
64.0,175.75,175.75,64.0,64.0,163.44453048815464,0,0
64.0,175.75,175.75,64.0,64.0,163.445598864223,0,0
62.0,175.75,175.75,62.0,62.0,163.4466672402914,0,0
62.0,175.75,175.75,62.0,62.0,163.44773561635978,0,0
62.0,177.5,177.5,62.0,62.0,163.44880399242814,0,0
