toco,fhr,baseline,acc,dec
2.5,170.0,177.5608979293806,0,0
3.0,170.0,177.55465411137862,0,0
3.0,171.0,177.54841029337663,0,0
3.0,172.25,177.54216647537467,0,0
3.0,172.25,177.53592265737268,0,0
3.0,172.0,177.52967883937072,0,0
3.0,172.5,177.52343502136873,0,0
3.0,173.25,177.51719120336676,0,0
3.5,173.25,177.51094738536477,0,0
3.5,173.5,177.50470356736278,0,0
3.5,173.5,177.49845974936082,0,0
3.5,173.25,177.49221593135883,0,0
4.0,173.25,177.48597211335687,0,0
4.0,172.75,177.47972829535487,0,0
4.0,172.25,177.4734844773529,0,0
4.0,172.25,177.46724065935092,0,0
4.0,171.5,177.46099684134896,0,0
4.0,170.75,177.45475302334697,0,0
4.0,170.75,177.448509205345,0,0
4.5,169.75,177.442265387343,0,0
4.5,168.5,177.43602156934102,0,0
5.0,167.75,177.42977775133906,0,0
5.0,167.75,177.42353393333707,0,0
5.0,167.0,177.4172901153351,0,0
5.0,166.5,177.41104629733312,0,0
5.0,166.5,177.40480247933115,0,0
5.0,166.5,177.39855866132916,0,0
5.0,166.5,177.3923148433272,0,0
5.0,166.75,177.3860710253252,0,0
5.0,167.0,177.37982720732322,0,0
5.5,167.0,177.37358338932125,0,0
5.5,166.75,177.36733957131926,0,0
5.5,167.0,177.3610957533173,0,0
6.0,167.0,177.3548519353153,0,0
5.5,167.75,177.34860811731335,0,0
6.0,168.5,177.34236429931136,0,0
6.0,168.5,177.3361204813094,0,0
5.5,168.5,177.3298766633074,0,0
6.0,169.75,177.3236328453054,0,0
6.5,170.5,177.31738902730345,0,0
6.5,172.75,177.31114520930146,0,0
6.5,172.75,177.3049013912995,0,0
6.5,175.0,177.2986575732975,0,0
6.5,176.0,177.29241375529554,0,0
6.5,176.0,177.28616993729355,0,0
6.5,175.5,177.2799261192916,0,0
6.5,174.0,177.2736823012896,0,0
7.0,172.5,177.26743848328763,0,0
7.5,172.5,177.26119466528564,0,0
7.5,172.0,177.25495084728365,0,0
7.5,171.5,177.2487070292817,0,0
7.5,171.5,177.2424632112797,0,0
7.5,171.25,177.23621939327774,0,0
7.5,171.0,177.22997557527574,0,0
7.5,171.0,177.22373175727378,0,0
7.5,171.0,177.2174879392718,0,0
8.0,171.0,177.21124412126983,0,0
8.0,171.25,177.20500030326784,0,0
8.0,171.25,177.19875648526585,0,0
8.5,171.5,177.19251266726388,0,0
8.5,171.0,177.1862688492619,0,0
8.5,170.0,177.18002503125993,0,0
8.5,170.0,177.17378121325794,0,0
8.5,169.5,177.16753739525598,0,0
8.5,169.0,177.16129357725399,0,0
8.5,169.0,177.15504975925202,0,0
9.0,167.75,177.14880594125003,0,0
8.5,166.25,177.14256212324804,0,0
8.5,166.25,177.13631830524608,0,0
8.5,165.0,177.1300744872441,0,0
9.0,164.25,177.12383066924212,0,0
9.0,164.25,177.11758685124013,0,0
9.0,163.75,177.11134303323817,0,0
9.0,163.5,177.10509921523618,0,0
9.0,163.5,177.09885539723422,0,0
9.0,162.5,177.09261157923223,0,0
9.0,161.75,177.08636776123026,0,0
9.0,161.75,177.08012394322827,0,0
9.0,161.25,177.07388012522628,0,0
9.0,160.75,177.06763630722432,0,0
9.0,160.75,177.06139248922233,0,0
9.0,160.25,177.05514867122037,0,0
9.0,159.5,177.04890485321837,0,0
9.0,159.5,177.0426610352164,0,0
9.0,159.5,177.03641721721442,0,0
9.0,159.0,177.03017339921246,0,0
9.0,159.0,177.02392958121047,0,0
9.0,159.0,177.01768576320848,0,0
9.0,158.5,177.0114419452065,0,0
9.0,158.5,177.00519812720452,0,0
9.0,159.25,176.99895430920256,0,0
9.0,158.75,176.99271049120057,0,0
9.0,158.75,176.9864666731986,0,0
9.0,157.5,176.98022285519662,0,0
9.0,157.75,176.97397903719465,0,0
