toco,fhr,fhr_nan,uc_nan,uc,baseline,acc,dec
0.0,153.0,153.0,,0.5,150.67150557701754,0,0
0.0,153.25,153.25,,0.5,150.6948158308916,0,0
0.0,157.5,157.5,,0.5,150.71812608476563,0,0
0.0,157.5,157.5,,0.5,150.7414363386397,0,0
0.5,157.5,157.5,0.5,0.5,150.76474659251375,0,0
0.0,155.25,155.25,,0.5,150.7880568463878,0,0
0.5,155.25,155.25,0.5,0.5,150.81136710026186,0,0
2.0,153.75,153.75,2.0,2.0,150.8346773541359,0,0
2.5,153.75,153.75,2.5,2.5,150.85798760800995,0,0
3.5,153.75,153.75,3.5,3.5,150.881297861884,0,0
3.0,153.75,153.75,3.0,3.0,150.90460811575807,0,0
4.0,154.0,154.0,4.0,4.0,150.9279183696321,0,0
4.5,154.0,154.0,4.5,4.5,150.95122862350615,0,0
5.0,147.0,147.0,5.0,5.0,150.9745388773802,0,0
5.5,147.0,147.0,5.5,5.5,150.99784913125427,0,0
5.5,150.25,150.25,5.5,5.5,151.02115938512833,0,0
5.5,152.0,152.0,5.5,5.5,151.04446963900236,0,0
5.0,152.0,152.0,5.0,5.0,151.06777989287642,0,0
5.0,154.0,154.0,5.0,5.0,151.09109014675047,0,0
5.5,156.5,156.5,5.5,5.5,151.11440040062453,0,0
7.0,156.5,156.5,7.0,7.0,151.1377106544986,0,0
7.0,155.5,155.5,7.0,7.0,151.16102090837262,0,0
6.5,158.5,158.5,6.5,6.5,151.18433116224668,0,0
5.5,158.5,158.5,5.5,5.5,151.20764141612074,0,0
5.5,157.75,157.75,5.5,5.5,151.2309516699948,0,0
5.5,158.25,158.25,5.5,5.5,151.25426192386885,0,0
5.0,158.25,158.25,5.0,5.0,151.27757217774288,0,0
7.0,153.25,153.25,7.0,7.0,151.30088243161694,0,0
7.0,153.25,153.25,7.0,7.0,151.324192685491,0,0
7.0,151.0,151.0,7.0,7.0,151.34750293936506,0,0
8.0,150.75,150.75,8.0,8.0,151.37081319323912,0,0
8.5,150.75,150.75,8.5,8.5,151.39412344711315,0,0
8.0,154.5,154.5,8.0,8.0,151.4174337009872,0,0
7.0,146.75,146.75,7.0,7.0,151.44074395486126,0,0
6.5,146.75,146.75,6.5,6.5,151.46405420873532,0,0
6.0,145.0,145.0,6.0,6.0,151.48736446260935,0,0
6.0,145.0,145.0,6.0,6.0,151.5106747164834,0,0
6.0,145.75,145.75,6.0,6.0,151.53398497035747,0,0
6.0,148.25,148.25,6.0,6.0,151.55729522423152,0,0
7.0,148.25,148.25,7.0,7.0,151.58060547810558,0,0
7.5,146.5,146.5,7.5,7.5,151.6039157319796,0,0
8.5,149.5,149.5,8.5,8.5,151.62722598585367,0,0
8.5,149.5,149.5,8.5,8.5,151.65053623972773,0,0
7.0,153.75,153.75,7.0,7.0,151.6738464936018,0,0
6.5,153.75,153.75,6.5,6.5,151.69715674747584,0,0
6.0,153.5,153.5,6.0,6.0,151.72046700134987,0,0
6.0,153.75,153.75,6.0,6.0,151.74377725522393,0,0
6.5,153.75,153.75,6.5,6.5,151.767087509098,0,0
7.5,154.0,154.0,7.5,7.5,151.79039776297205,0,0
8.5,153.25,153.25,8.5,8.5,151.8137080168461,0,0
9.5,153.25,153.25,9.5,9.5,151.83701827072014,0,0
9.0,156.0,156.0,9.0,9.0,151.8603285245942,0,0
7.5,157.0,157.0,7.5,7.5,151.88363877846825,0,0
7.0,157.0,157.0,7.0,7.0,151.9069490323423,0,0
6.5,154.5,154.5,6.5,6.5,151.93025928621634,0,0
6.5,155.0,155.0,6.5,6.5,151.9535695400904,0,0
6.5,155.0,155.0,6.5,6.5,151.97687979396446,0,0
7.0,156.75,156.75,7.0,7.0,152.00019004783852,0,0
7.0,156.75,156.75,7.0,7.0,152.02350030171257,0,0
7.0,155.75,155.75,7.0,7.0,152.0468105555866,0,0
5.5,154.5,154.5,5.5,5.5,152.07012080946066,0,0
4.5,154.5,154.5,4.5,4.5,152.09343106333472,0,0
4.0,150.5,150.5,4.0,4.0,152.11674131720878,0,0
4.5,148.5,148.5,4.5,4.5,152.14005157108284,0,0
4.5,148.5,148.5,4.5,4.5,152.16336182495687,0,0
5.0,150.75,150.75,5.0,5.0,152.18667207883092,0,0
5.5,151.0,151.0,5.5,5.5,152.20998233270498,0,0
5.0,151.0,151.0,5.0,5.0,152.23329258657904,0,0
4.0,151.75,151.75,4.0,4.0,152.2566028404531,0,0
3.5,151.75,151.75,3.5,3.5,152.27991309432713,0,0
3.0,155.25,155.25,3.0,3.0,152.3032233482012,0,0
3.0,157.75,157.75,3.0,3.0,152.32653360207524,0,0
2.5,157.75,157.75,2.5,2.5,152.3498438559493,0,0
3.0,158.5,158.5,3.0,3.0,152.37315410982336,0,0
4.5,159.5,159.5,4.5,4.5,152.3964643636974,0,0
4.5,159.5,159.5,4.5,4.5,152.41977461757145,0,0
4.0,159.25,159.25,4.0,4.0,152.4430848714455,0,0
4.0,159.25,159.25,4.0,4.0,152.46639512531956,0,0
3.5,159.25,159.25,3.5,3.5,152.4897053791936,0,0
2.0,157.0,157.0,2.0,2.0,152.51301563306765,0,0
1.0,158.75,158.75,1.0,1.0,152.5363258869417,0,0
1.0,158.75,158.75,1.0,1.0,152.55963614081577,0,0
1.0,159.0,159.0,1.0,1.0,152.58294639468983,0,0
1.0,160.25,160.25,1.0,1.0,152.60625664856386,0,0
1.0,160.25,160.25,1.0,1.0,152.62956690243792,0,0
1.0,160.5,160.5,1.0,1.0,152.65287715631197,0,0
0.5,160.75,160.75,0.5,0.5,152.67618741018603,0,0
0.0,160.75,160.75,,0.5,152.6994976640601,0,0
0.5,159.25,159.25,0.5,0.5,152.72280791793412,0,0
1.0,160.5,160.5,1.0,1.0,152.74611817180818,0,0
2.5,160.5,160.5,2.5,2.5,152.76942842568224,0,0
2.5,159.5,159.5,2.5,2.5,152.7927386795563,0,0
3.0,157.75,157.75,3.0,3.0,152.81604893343035,0,0
2.5,157.75,157.75,2.5,2.5,152.83935918730438,0,0
2.5,158.5,158.5,2.5,2.5,152.86266944117844,0,0
3.0,158.0,158.0,3.0,3.0,152.8859796950525,0,0
3.5,158.0,158.0,3.5,3.5,152.90928994892656,0,0
3.5,158.5,158.5,3.5,3.5,152.9326002028006,0,0
3.5,156.75,156.75,3.5,3.5,152.95591045667464,0,0
4.0,156.75,156.75,4.0,4.0,152.9792207105487,0,0
4.5,158.5,158.5,4.5,4.5,153.00253096442276,0,0
5.5,159.0,159.0,5.5,5.5,153.02584121829682,0,0
5.5,159.0,159.0,5.5,5.5,153.04915147217085,0,0
5.0,153.25,153.25,5.0,5.0,153.0724617260449,0,0
4.5,153.25,153.25,4.5,4.5,153.09577197991896,0,0
4.0,153.25,153.25,4.0,4.0,153.11908223379302,0,0
4.0,156.0,156.0,4.0,4.0,153.14239248766708,0,0
4.0,157.0,157.0,4.0,4.0,153.1657027415411,0,0
3.5,157.0,157.0,3.5,3.5,153.18901299541517,0,0
3.5,154.0,154.0,3.5,3.5,153.21232324928923,0,0
3.0,154.0,154.0,3.0,3.0,153.23563350316329,0,0
3.5,146.5,146.5,3.5,3.5,153.25894375703734,0,0
