toco,fhr,baseline,acc,dec
27.5,145.0,148.56046579864673,0,0
26.5,144.5,148.5593557865575,0,0
26.0,144.5,148.55824577446825,0,0
25.5,145.0,148.557135762379,0,0
25.5,143.25,148.55602575028976,0,0
26.5,143.25,148.55491573820052,0,0
26.5,144.0,148.55380572611128,0,0
26.5,144.0,148.55269571402204,0,0
27.0,143.25,148.55158570193282,0,0
27.0,145.75,148.55047568984358,0,0
27.5,145.75,148.54936567775434,0,0
28.0,145.5,148.5482556656651,0,0
28.0,145.5,148.54714565357585,0,0
28.0,145.75,148.5460356414866,0,0
27.5,145.0,148.54492562939737,0,0
26.5,145.0,148.54381561730813,0,0
26.5,146.0,148.54270560521888,0,0
27.0,146.0,148.54159559312964,0,0
26.5,145.25,148.5404855810404,0,0
26.5,145.25,148.53937556895116,0,0
26.5,145.25,148.53826555686192,0,0
26.5,145.0,148.53715554477267,0,0
25.0,146.5,148.53604553268343,0,0
25.5,146.5,148.5349355205942,0,0
26.5,147.25,148.53382550850495,0,0
26.0,147.25,148.5327154964157,0,0
26.0,148.0,148.5316054843265,0,0
27.0,149.75,148.53049547223725,0,0
27.5,149.75,148.529385460148,0,0
28.0,152.0,148.52827544805876,0,0
31.0,155.5,148.52716543596952,0,0
32.0,155.5,148.52605542388028,0,0
32.5,155.25,148.52494541179104,0,0
32.5,156.25,148.5238353997018,0,0
34.0,156.25,148.52272538761255,0,0
37.0,157.25,148.5216153755233,0,0
35.5,159.0,148.52050536343407,0,0
35.5,159.0,148.51939535134483,0,0
37.0,159.5,148.51828533925558,0,0
38.0,160.5,148.51717532716634,0,0
38.0,160.5,148.5160653150771,0,0
38.5,162.0,148.51495530298786,0,0
38.5,162.5,148.51384529089862,0,0
38.0,162.5,148.51273527880937,0,0
36.0,163.5,148.51162526672016,0,0
34.0,162.75,148.51051525463092,0,0
32.5,162.75,148.50940524254167,0,0
31.5,161.75,148.50829523045243,0,0
31.0,157.5,148.5071852183632,0,0
31.0,157.5,148.50607520627395,0,0
31.5,157.5,148.5049651941847,0,0
31.5,154.0,148.50385518209546,0,0
31.0,152.25,148.50274517000622,0,0
31.0,152.25,148.50163515791698,0,0
