toco,fhr,fhr_nan,uc_nan,uc,baseline,acc,dec
71.5,135.0,135.0,71.5,71.5,142.65240269663312,0,0
71.5,135.0,135.0,71.5,71.5,142.64340259861225,0,0
72.5,135.75,135.75,72.5,72.5,142.63440250059136,0,0
72.5,136.5,136.5,72.5,72.5,142.6254024025705,0,0
72.5,136.5,136.5,72.5,72.5,142.61640230454964,0,0
72.0,136.75,136.75,72.0,72.0,142.60740220652877,0,0
70.5,136.75,136.75,70.5,70.5,142.59840210850788,0,0
68.5,138.25,138.25,68.5,68.5,142.58940201048702,0,0
68.0,136.75,136.75,68.0,68.0,142.58040191246616,0,0
69.5,136.75,136.75,69.5,69.5,142.5714018144453,0,0
69.5,139.0,139.0,69.5,69.5,142.5624017164244,0,0
70.0,139.0,139.0,70.0,70.0,142.55340161840354,0,0
69.5,138.0,138.0,69.5,69.5,142.54440152038268,0,0
68.0,138.0,138.0,68.0,68.0,142.53540142236182,0,0
67.5,138.5,138.5,67.5,67.5,142.52640132434092,0,0
67.5,140.25,140.25,67.5,67.5,142.51740122632006,0,0
67.0,140.25,140.25,67.0,67.0,142.5084011282992,0,0
67.0,142.0,142.0,67.0,67.0,142.49940103027834,0,0
67.5,142.0,142.0,67.5,67.5,142.49040093225747,0,0
67.0,142.5,142.5,67.0,67.0,142.48140083423658,0,0
65.5,143.75,143.75,65.5,65.5,142.47240073621572,0,0
64.5,143.75,143.75,64.5,64.5,142.46340063819486,0,0
64.0,143.75,143.75,64.0,64.0,142.454400540174,0,0
64.0,143.75,143.75,64.0,64.0,142.4454004421531,0,0
64.5,144.0,144.0,64.5,64.5,142.43640034413224,0,0
64.5,144.5,144.5,64.5,64.5,142.42740024611138,0,0
63.5,144.5,144.5,63.5,63.5,142.4184001480905,0,0
63.0,145.5,145.5,63.0,63.0,142.40940005006962,0,0
63.0,145.5,145.5,63.0,63.0,142.40039995204876,0,0
62.0,145.0,145.0,62.0,62.0,142.3913998540279,0,0
62.0,145.25,145.25,62.0,62.0,142.38239975600703,0,0
62.5,145.25,145.25,62.5,62.5,142.37339965798614,0,0
62.5,145.25,145.25,62.5,62.5,142.36439955996528,0,0
62.0,145.25,145.25,62.0,62.0,142.35539946194442,0,0
61.5,147.75,147.75,61.5,61.5,142.34639936392355,0,0
62.0,147.75,147.75,62.0,62.0,142.3373992659027,0,0
63.0,147.0,147.0,63.0,63.0,142.3283991678818,0,0
63.5,147.0,147.0,63.5,63.5,142.31939906986094,0,0
63.0,150.0,150.0,63.0,63.0,142.31039897184007,0,0
63.0,150.0,150.0,63.0,63.0,142.3013988738192,0,0
63.0,150.0,150.0,63.0,63.0,142.29239877579832,0,0
63.0,150.25,150.25,63.0,63.0,142.28339867777746,0,0
63.0,150.25,150.25,63.0,63.0,142.2743985797566,0,0
63.5,150.5,150.5,63.5,63.5,142.26539848173573,0,0
63.0,150.5,150.5,63.0,63.0,142.25639838371484,0,0
63.0,150.5,150.5,63.0,63.0,142.24739828569398,0,0
63.0,150.75,150.75,63.0,63.0,142.2383981876731,0,0
63.5,150.75,150.75,63.5,63.5,142.22939808965225,0,0
63.0,150.5,150.5,63.0,63.0,142.22039799163136,0,0
63.0,151.0,151.0,63.0,63.0,142.2113978936105,0,0
64.5,151.0,151.0,64.5,64.5,142.20239779558963,0,0
65.0,151.0,151.0,65.0,65.0,142.19339769756877,0,0
65.0,152.0,152.0,65.0,65.0,142.18439759954788,0,0
65.0,152.0,152.0,65.0,65.0,142.17539750152702,0,0
66.0,151.5,151.5,66.0,66.0,142.16639740350615,0,0
66.5,151.5,151.5,66.5,66.5,142.1573973054853,0,0
67.5,151.25,151.25,67.5,67.5,142.14839720746443,0,0
67.0,151.0,151.0,67.0,67.0,142.13939710944354,0,0
67.0,151.0,151.0,67.0,67.0,142.13039701142267,0,0
66.5,151.25,151.25,66.5,66.5,142.1213969134018,0,0
66.0,151.0,151.0,66.0,66.0,142.11239681538095,0,0
67.5,151.0,151.0,67.5,67.5,142.10339671736006,0,0
69.5,150.5,150.5,69.5,69.5,142.0943966193392,0,0
69.5,150.5,150.5,69.5,69.5,142.08539652131833,0,0
69.5,150.0,150.0,69.5,69.5,142.07639642329747,0,0
69.0,149.75,149.75,69.0,69.0,142.06739632527658,0,0
69.0,149.75,149.75,69.0,69.0,142.0583962272557,0,0
68.5,148.75,148.75,68.5,68.5,142.04939612923485,0,0
68.5,148.75,148.75,68.5,68.5,142.040396031214,0,0
68.5,146.0,146.0,68.5,68.5,142.0313959331931,0,0
69.0,142.0,142.0,69.0,69.0,142.02239583517223,0,0
69.0,142.0,142.0,69.0,69.0,142.01339573715137,0,0
70.5,138.75,138.75,70.5,70.5,142.0043956391305,0,0
72.5,138.75,138.75,72.5,72.5,141.99539554110964,0,0
73.0,138.75,138.75,73.0,73.0,141.98639544308875,0,0
74.0,137.5,137.5,74.0,74.0,141.9773953450679,0,0
75.5,141.25,141.25,75.5,75.5,141.96839524704703,0,0
