toco,fhr,fhr_nan,uc_nan,uc,baseline,acc,dec
16.0,161.25,161.25,16.0,16.0,165.8585394256995,0,0
16.0,161.25,161.25,16.0,16.0,165.86424718825657,0,0
16.0,161.25,161.25,16.0,16.0,165.86995495081365,0,0
15.0,161.25,161.25,15.0,15.0,165.8756627133707,0,0
15.0,161.25,161.25,15.0,15.0,165.88137047592778,0,0
15.0,161.75,161.75,15.0,15.0,165.88707823848486,0,0
15.5,161.75,161.75,15.5,15.5,165.89278600104194,0,0
15.5,161.75,161.75,15.5,15.5,165.89849376359902,0,0
15.5,163.75,163.75,15.5,15.5,165.9042015261561,0,0
16.5,163.75,163.75,16.5,16.5,165.90990928871318,0,0
16.5,163.75,163.75,16.5,16.5,165.91561705127026,0,0
16.5,164.5,164.5,16.5,16.5,165.92132481382734,0,0
15.5,164.5,164.5,15.5,15.5,165.92703257638442,0,0
15.5,164.5,164.5,15.5,15.5,165.9327403389415,0,0
15.5,167.25,167.25,15.5,15.5,165.93844810149858,0,0
15.0,167.25,167.25,15.0,15.0,165.94415586405566,0,0
15.0,167.25,167.25,15.0,15.0,165.9498636266127,0,0
15.0,168.25,168.25,15.0,15.0,165.9555713891698,0,0
15.5,168.25,168.25,15.5,15.5,165.96127915172687,0,0
15.5,168.25,168.25,15.5,15.5,165.96698691428395,0,0
15.5,169.75,169.75,15.5,15.5,165.97269467684103,0,0
16.5,169.75,169.75,16.5,16.5,165.9784024393981,0,0
16.5,169.75,169.75,16.5,16.5,165.9841102019552,0,0
16.5,170.75,170.75,16.5,16.5,165.98981796451227,0,0
15.0,170.75,170.75,15.0,15.0,165.99552572706935,0,0
15.0,170.75,170.75,15.0,15.0,166.00123348962643,0,0
15.0,170.75,170.75,15.0,15.0,166.0069412521835,0,0
16.0,170.75,170.75,16.0,16.0,166.0126490147406,0,0
16.0,170.75,170.75,16.0,16.0,166.01835677729767,0,0
16.0,168.0,168.0,16.0,16.0,166.02406453985472,0,0
17.0,168.0,168.0,17.0,17.0,166.0297723024118,0,0
17.0,168.0,168.0,17.0,17.0,166.03548006496888,0,0
17.0,168.0,168.0,17.0,17.0,166.04118782752596,0,0
17.0,168.0,168.0,17.0,17.0,166.04689559008304,0,0
17.0,168.0,168.0,17.0,17.0,166.05260335264012,0,0
17.0,169.25,169.25,17.0,17.0,166.0583111151972,0,0
15.5,169.25,169.25,15.5,15.5,166.06401887775428,0,0
15.5,169.25,169.25,15.5,15.5,166.06972664031136,0,0
15.5,166.5,166.5,15.5,15.5,166.07543440286844,0,0
16.5,166.5,166.5,16.5,16.5,166.08114216542552,0,0
16.5,166.5,166.5,16.5,16.5,166.0868499279826,0,0
16.5,165.0,165.0,16.5,16.5,166.09255769053968,0,0
17.0,165.0,165.0,17.0,17.0,166.09826545309673,0,0
17.0,165.0,165.0,17.0,17.0,166.1039732156538,0,0
17.0,164.75,164.75,17.0,17.0,166.1096809782109,0,0
15.5,164.75,164.75,15.5,15.5,166.11538874076797,0,0
15.5,164.75,164.75,15.5,15.5,166.12109650332505,0,0
15.5,163.0,163.0,15.5,15.5,166.12680426588213,0,0
15.5,163.0,163.0,15.5,15.5,166.1325120284392,0,0
15.5,163.0,163.0,15.5,15.5,166.1382197909963,0,0
15.5,156.75,156.75,15.5,15.5,166.14392755355337,0,0
16.5,156.75,156.75,16.5,16.5,166.14963531611045,0,0
16.5,156.75,156.75,16.5,16.5,166.15534307866753,0,0
16.5,153.5,153.5,16.5,16.5,166.1610508412246,0,0
16.5,153.5,153.5,16.5,16.5,166.16675860378166,0,0
16.5,153.5,153.5,16.5,16.5,166.17246636633874,0,0
16.5,153.5,153.5,16.5,16.5,166.17817412889582,0,0
16.5,153.5,153.5,16.5,16.5,166.1838818914529,0,0
16.5,153.5,153.5,16.5,16.5,166.18958965400998,0,0
16.5,159.25,159.25,16.5,16.5,166.19529741656706,0,0
15.0,159.25,159.25,15.0,15.0,166.20100517912414,0,0
15.0,159.25,159.25,15.0,15.0,166.20671294168122,0,0
15.0,163.75,163.75,15.0,15.0,166.2124207042383,0,0
15.0,163.75,163.75,15.0,15.0,166.21812846679538,0,0
15.0,163.75,163.75,15.0,15.0,166.22383622935246,0,0
15.0,165.5,165.5,15.0,15.0,166.22954399190954,0,0
